	Unnamed: 0	id	question	equation
4280	4280	252	35cm 길이의 와이어는 한 조각이 다른 조각의 2/5가되도록 두 조각으로 자릅니다. 짧은 조각은 몇 cm입니까?	35 - 35 / ( 2 / 5 + 1 ) 
4281	4281	1390	어떤 수에서 795을 빼더니 194가 되었습니다. 어떤 수에서 186를 곱하면 얼마가 되는지 구하시오.	194 + 795 * 186
4282	4282	1797	석진이는 9와 3를 모았습니다. 은지이는 9과 1을 모았습니다. 누가 모은 수가 더 큽니까?	'석진' if 9+3 > 9+1 else '은지'
4283	4283	2650	877에서 952까지의 수가 있을 때, 924보다 크고, 926보다 작은 수는 얼마입니까?	( 924 + 926 ) / 2
4284	4284	3504	3 개의 수 12, 3, 13 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 12 == 0 and arr % 3 == 0 and arr % 13 == 0] )
4286	4286	300	초콜릿, 아이스크림, 감자칩 중에서 1가지의 디저트을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '초콜릿', '아이스크림', '감자칩' ] , 1 ) ) )
4287	4287	1065	각 가방에는 23개의 오렌지가 있습니다. 얼마나 많은 오렌지가 45개의 가방에 있습니까?	"X=23*45
print(X)"
4288	4288	322	두 사람이 함께 일정 거리를 걷기 시작합니다. 한 명은 시속 4km, 다른 한 명은 시속 3km입니다. 전자는 후자보다 30분 전에 도착합니다. 두 사람이 걷는 거리를 찾으십시오.	3 * 4 / 2
4289	4289	3229	(가) 컵에 물을 가득 넣어 (자) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 많이 들어갈까요?	print('(가)')
4290	4290	1497	778에 어떤 수를 곱해야 할 것을 잘못하여 166에 어떤 수를 곱했더니 11786이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	778 * ( 11786 / 166 ) 
4292	4292	419	윤기와 은지는 15일 안에 작업을 마칩니다. 윤기, 은지, 유나는 3일 안에 끝낼 수 있습니다. 유나 혼자서 일을 며칠 안에 마칠 수 있는지 구하시오.	3 * 15 / ( 15 - 3 ) 
4293	4293	9	60명의 어린이로 구성된 학급에서 30 %의 어린이는 영어 만, 20 %는 힌디어와 영어를 모두 할 수 있으며 나머지 어린이는 힌디어 만 말할 수 있습니다. 몇명의 아이들이 힌디어를 할 수 있습니까?	60 - 30 + 20 * 60 / 100
4294	4294	662	29명의 학생의 평균 체중은 28kg입니다. 신입생의 입학으로 평균 체중이 27.5kg으로 줄었습니다. 신입생의 무게는?	 ( 29 + 1 ) * 27.5 - 29 * 28
4295	4295	631	하나의 빠른 타이피스트 유형은 2시간 내에 문제가 발생하고 또 다른 느린 타이피스트 유형은 3시간 내에 동일한 문제가 발생합니다. 둘 다 완료하는 데 걸리는 시간이 합쳐지면 몇 인가?	1 / ( 1 / 2 + 1 / 3 ) * 10
4296	4296	1323	어떤 수에서 219을 더했더니 958가 되었습니다. 어떤 수에서 281를 곱하면 얼마가 되는지 구하시오.	958 - 219 * 281
4297	4297	4264	키가 작은 사람부터 순서대로 85명이 한 줄로 서 있습니다. 유나가 앞에서부터 51번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 유나는 앞에서부터 몇 번째에 서게 됩니까?	85 - 51 + 1
4298	4298	1971	1개의 수 88.9이 있습니다. 이 중에서 51.67보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 88.9 ] if val > 51.67 ] ) 
4299	4299	4424	키가 작은 사람부터 순서대로 34명이 한 줄로 서 있습니다. 민영가 앞에서부터 27번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 민영는 앞에서부터 몇 번째에 서게 됩니까?	34 - 27 + 1
4300	4300	498	석진이는 생일 파티에 9명의 친구를 초대했지만 6명은 올 수 없었습니다. 각 사람이 2개의 컵케이크를 먹을 수 있도록 하고 싶다면, 그는 몇 개의 컵케이크를 사야 합니까?	"X=2*(9-6)
print(X)"
4301	4301	2633	698에서 813까지의 수가 있을 때, 794보다 크고, 796보다 작은 수는 얼마입니까?	( 794 + 796 ) / 2
4302	4302	131	상자 안에 79개의 공이 있습니다. 유나이가 56개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	79 + 56
4303	4303	3871	16명의 학생들이 한 줄로 줄을 섰습니다. 은지의 앞에 2명의 학생들이 서 있습니다. 은지의 뒤에 서 있는 학생은 몇 명입니까?	16 - ( 2 + 1 )
4304	4304	613	정국이는 블록 6개를 가지고 있습니다. 정국이의 할머니는 정국이에게 블록 8개를 더 주었습니다. 정국이는 몇 개의 블록을 가지고 있습니까?	"X=6+8
print(X)"
4305	4305	2331	229 보다 어떤 수만큼 작은 수는 510입니다. 어떤 수보다 237 작은 수는 얼마입니까?	510 - 229 - 237
4306	4306	4051	77명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 1명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?	77 - ( 1 + 1 )
4307	4307	886	서로 다른 두 자연수 A , B가 있습니다. A + B = 46, B = 9 * A 일 때, A 를 구하시오.	46 / ( 1 + 9 )
4308	4308	4404	키가 작은 사람부터 순서대로 65명이 한 줄로 서 있습니다. 지민가 앞에서부터 24번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 지민는 앞에서부터 몇 번째에 서게 됩니까?	65 - 24 + 1
4309	4309	2427	660 보다 어떤 수만큼 작은 수는 820입니다. 어떤 수보다 767 작은 수는 얼마입니까?	820 - 660 - 767
4310	4310	1667	정국이는 8와 2를 모았습니다. 석진이는 4과 7을 모았습니다. 누가 모은 수가 더 큽니까?	'정국' if 8+2 > 4+7 else '석진'
4311	4311	3797	남진 , 유정 , 태형의 수학 점수는 각각 7점, 10점, 15점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 72점입니다. 태형네 학급 인원수가 48명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 48 - 3 ) * 72 + 7 + 10 + 15 ) / 48
4312	4312	366	오리와 소의 그룹에서 총 다리 수는 머리 수의 두 배 이상 24개입니다. 소의 총 수를 구하시오.	44251
4313	4313	4485	2개의 숫자 2, 5를 한 번씩만 사용하여 두 자리수를 만들려고 합니다. 만들 수 있는 두 자리 수는 모두 몇 개입니까?	math.factorial(2)
4314	4314	4629	7개의 숫자 1, 2, 3, 5, 6, 7, 9를 한 번씩만 사용하여 일곱 자리수를 만들려고 합니다. 만들 수 있는 일곱 자리 수는 모두 몇 개입니까?	math.factorial(7)
4315	4315	3049	윤기와 동생의 나이를 합하면 50이고, 두 사람의 나이 차는 42입니다. 윤기의 동생은 몇 살일까요?	( 50 - 42 ) / 2
4316	4316	4519	3개의 숫자 4, 5, 7를 한 번씩만 사용하여 세 자리수를 만들려고 합니다. 만들 수 있는 세 자리 수는 모두 몇 개입니까?	math.factorial(3)
4317	4317	1447	4부터 7까지의 짝수의 합을 구하시오.	sum ( [ i for i in range( 4 , 8 , 2 ) ] )
4318	4318	1937	6개의 수 34.41, 65.36, 2.09, 3.23, 6.4, 25.15이 있습니다. 이 중에서 43.31보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 34.41, 65.36, 2.09, 3.23, 6.4, 25.15 ] if val > 43.31 ] ) 
4319	4319	3852	태형 , 석진 , 민영의 수학 점수는 각각 91점, 73점, 1점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 91점입니다. 민영네 학급 인원수가 64명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 64 - 3 ) * 91 + 91 + 73 + 1 ) / 64
4320	4320	3446	2 개의 수 8, 14 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 8 == 0 and arr % 14 == 0 ] )
4321	4321	128	아케이드에서 석진이는 49개의 티켓을 획득했습니다. 그가 25개의 티켓을 쓰고 나중에 6개의 티켓을 얻었다. 그는 몇 개의 티켓을 가지고 있습니까?	"X=49+6-25
print(X)"
4322	4322	4006	85명의 학생들이 한 줄로 줄을 섰습니다. 은지의 앞에 79명의 학생들이 서 있습니다. 은지의 뒤에 서 있는 학생은 몇 명입니까?	85 - ( 79 + 1 )
4323	4323	100	호석의 연봉이 30% 인상되었습니다. 이전 연봉이 1000원 이면 새 급여는 얼마입니까?	print ( 1000 * 1.3 )
4324	4324	400	새로운 건물은 14개의 창문을 필요로 했습니다. 건축가는 이미 5개의 창문을 설치했습니다. 각 창문을 설치하는 데 4시간이 걸리면 나머지를 설치하는데 몇 시간이 걸립니까?	"X=4*(14-5)
print(X)"
4325	4325	1665	지민이는 3와 7를 모았습니다. 남진이는 5과 8을 모았습니다. 누가 모은 수가 더 큽니까?	'지민' if 3+7 > 5+8 else '남진'
4326	4326	1914	1개의 수 72.8이 있습니다. 이 중에서 65.12보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 72.8 ] if val < 65.12 ] ) 
4327	4327	2512	135에서 547까지의 수가 있을 때, 199보다 크고, 201보다 작은 수는 얼마입니까?	( 199 + 201 ) / 2
4328	4328	4377	키가 작은 사람부터 순서대로 58명이 한 줄로 서 있습니다. 민영가 앞에서부터 52번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 민영는 앞에서부터 몇 번째에 서게 됩니까?	58 - 52 + 1
4329	4329	540	어떤 회사(다)의 직원 20명의 평균 월급은 1700입니다. 관리자의 급여를 더하면 평균 급여가 100만큼 증가합니다. 관리자의 월급은 얼마입니까?	 ( 1700 + 100 ) * ( 20 + 1 ) - 1700 * 20
4331	4331	837	서로 다른 두 자연수 A , B가 있습니다. A + B = 65, B = 8 * A 일 때, A 를 구하시오.	65 / ( 1 + 8 )
4332	4332	599	2개의 수 84, 18가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 84 , 18 ] ) - min ( [ 84 , 18 ] ) 
4333	4333	850	소매점에서 비디오 레코더의 가격은 도매 가격 인 200 원보다 20 % 높았습니다. 상점 직원이 리코더를 구입하기 위해 소매가에 직원 할인 30 %를 적용한 경우 직원은 리코더에 대해 얼마를 지불 했습니까?	200 + 200 / 100 * 20 - ( 200 + 200 / 100 * 20 ) / 100 * 30
4334	4334	1115	하나의 연필은 28.3g입니다. 5개의 연필의 무게는 얼마입니까?	"X=28.3*5
print(X)"
4335	4335	102	남준이에게는 34권의 책이 있었습니다. 그가 17권을 팔고 7권의 새로운 책을 구입했다면, 남준이가 가지고 있는 책은 몇 권입니까?	"X=34+7-17
print(X)"
4336	4336	357	애완동물 쉼터는 55마리의 강아지가 새로 들어왔을 때 17마리의 강아지를 가지고 있었습니다. 하루에 8마리의 강아지가 채택된다면 모든 강아지들이 채택되는 데 며칠이 걸립니까?	"X=(17+55)/8
print(X)"
4337	4337	472	14명의 남자가 80일 동안 일을 한다면, 20명의 남자는 며칠 안에 일을 할 수 있는지 구하시오.	14 * 80 / 20
4338	4338	1831	유정이는 8와 4를 모았습니다. 석진이는 1과 9을 모았습니다. 누가 모은 수가 더 큽니까?	'유정' if 8+4 > 1+9 else '석진'
4340	4340	83	호석이는 18개의 수학 문제와 11개의 과학 문제가 있었습니다. 그가 학교에서 24개의 문제를 풀었다면 몇 개의 문제가 남아 있습니까?	"X=18+11-24
print(X)"
4341	4341	436	수학과 물리에서 태형이 획득한 총점은 60점이며 화학에서 그의 점수는 물리학에서보다 20점 더 많다. 수학과 화학에서 함께 득점한 평균 점수를 구하시오.	 ( 60 + 20 ) / 2
4342	4342	3169	(타) 컵에 물을 가득 넣어 (라) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 적게 들어갈까요?	print('(타)')
4343	4343	1792	유나이는 7와 9를 모았습니다. 민영이는 9과 1을 모았습니다. 누가 모은 수가 더 큽니까?	'유나' if 7+9 > 9+1 else '민영'
4344	4344	433	4개의 수 5, 86, 83, 20가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 5 , 86 , 83 , 20 ] ) - min ( [ 5 , 86 , 83 , 20 ] ) 
4346	4346	2034	1개의 수 84.19이 있습니다. 이 중에서 84.34보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 84.19 ] if val < 84.34 ] ) 
4347	4347	1211	유정이는 전자 용품을 판매합니다. 유정이는 매주 190달러에 매출의 4%에 해당하는 보너스를 받습니다. 이번 주의 목표는 500달러 이상을 버는 것입니다. 목표를 달성하기 위해 유정이는 얼마를 팔아야 합니까?	"X=(500-190)/40*0.01
print(X)"
4348	4348	491	서로 다른 두 자연수 A, B가 있습니다. A는 20보다 작은 자연수이고 B는 40보다 작은 자연수입니다. A와 B의 차이의 최댓값은 얼마인가요?	max ( [ abs ( A - B ) for A , B in list ( itertools.product ( range ( 20 ) , range ( 40 ) ) ) ] )
4349	4349	3756	윤기 , 남진 , 은지의 수학 점수는 각각 42점, 3점, 78점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 51점입니다. 은지네 학급 인원수가 53명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 53 - 3 ) * 51 + 42 + 3 + 78 ) / 53
4350	4350	186	상자 안에 11개의 공이 있습니다. 남진이가 80개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	11 + 80
4351	4351	3998	92명의 학생들이 한 줄로 줄을 섰습니다. 석진의 앞에 24명의 학생들이 서 있습니다. 석진의 뒤에 서 있는 학생은 몇 명입니까?	92 - ( 24 + 1 )
4352	4352	801	민영이는 75개의 음료수가 있습니다. 유정이는 17개의 음료수가 있습니다. 민영이는 음료수 70개를 잃어버렸습니다. 민영이는 음료수를 몇 개 가지고 있나요?	"X=75-70
print(X)"
4353	4353	596	호텔 (가)의 1 인실 요금은 호텔 (나)의 1 인실 요금보다 25%, 호텔 (다)의 1 인실 요금보다 15% 저렴합니다. (나) 호텔의 1 인실 요금은 (다)호텔의 1 인실 요금보다 몇 퍼센트 더 높습니까?	 ( 100 - ( 100 - 25 ) / ( 100 - 15 ) * 100 ) / ( ( 100 - 25 ) / ( 100 - 15 ) * 100 ) * 100
4354	4354	783	어떤 소수의 소수점을 왼쪽으로 3 자리 옮기면 원래보다 80.1 만큼 작아집니다. 원래의 소수를 구하시오.	80.1 * 1000 / 999
4355	4355	3514	3 개의 수 2, 8, 11 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 2 == 0 and arr % 8 == 0 and arr % 11 == 0] )
4356	4356	130	특정 콘서트 티켓은 각각 20에 판매됩니다. 매표소에 처음 등장한 10명은 40 %, 다음 20명은 15 % 할인을 받았다. 56명이 콘서트 티켓을 구매했다면 티켓 판매로 인한 총 수익은 얼마입니까?	 ( 56 - 20 - 10 + ( 1 - 40 / 100 ) * 10 + ( 1 - 15 / 100 ) * 20 ) * 20
4357	4357	2716	주어진 숫자가 35, 73, 14, 5, 56, 48, 48, 84, 85, 59, 14, 39, 3, 77, 36, 13, 99 일 경우 73 보다 크고 84 보다 작은 수 중 가장 작은 수는 무엇입니까?	min ( sorted ( [ i for i in [ 35, 73, 14, 5, 56, 48, 48, 84, 85, 59, 14, 39, 3, 77, 36, 13, 99 ] if i > 73 and i < 84 ] ) )
4358	4358	2864	석진와 동생의 나이를 합하면 69이고, 두 사람의 나이 차는 19입니다. 석진의 동생은 몇 살일까요?	( 69 - 19 ) / 2
4359	4359	2111	한 상자에는 오이이 84개씩 들어있습니다. 263개의 상자 안에 있는 오이은 모두 몇 개일까요?	84 * 263
4360	4360	283	8명의 친구와 온라인 비디오 게임을 하고 있었고 2명의 플레이어가 게임에 참가하였습니다. 각 플레이어가 6개의 목숨을 을 가졌다면 총 얼마의 목숨이 있습니까?	"X=6*(8+2)
print(X)"
4361	4361	836	정수 N을 30으로 나눌 때 나머지가 16이면 2 곱하기 N을 15로 나눈 나머지는 무엇입니까?	16 * 2 - 30
4362	4362	175	상자 안에 1개의 공이 있습니다. 호석이가 34개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	1 + 34
4363	4363	3463	3 개의 수 3, 2, 14 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 3 == 0 and arr % 2 == 0 and arr % 14 == 0] )
4364	4364	576	A의 B제곱근은 3이다. A가 27일 때 B를 구하시오	27 ** ( 1.0 / 3.0 )
4365	4365	1838	태형이는 3와 8를 모았습니다. 지민이는 4과 4을 모았습니다. 누가 모은 수가 더 큽니까?	'태형' if 3+8 > 4+4 else '지민'
4366	4366	627	어떤 소수의 소수점을 오른쪽으로 4 자리 옮기면 원래보다 698.33 만큼 커집니다. 원래의 소수를 구하시오.	698.33 * 10000 / 1
4367	4367	330	9명의 평균 체중은 체중이 86kg인 사람 대신 새로운 사람이 오면 5.5kg씩 증가합니다. 새로운 사람의 무게는 얼마일까요?	9 * 5.5 + 86
4369	4369	4631	4개의 숫자 8, 9, 3, 7를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
4370	4370	977	서로 다른 두 자연수 A , B가 있습니다. A - B = --16, B = 2 * A 일 때, A 를 구하시오.	16
4372	4372	536	주사위를 두 번 굴립니다. 합계가 9가 될 확률은 얼마입니까?	44205
4373	4373	539	8개의 수 23, 30, 71, 96, 100, 68, 89, 84가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 23 , 30 , 71 , 96 , 100 , 68 , 89 , 84 ] ) - min ( [ 23 , 30 , 71 , 96 , 100 , 68 , 89 , 84 ] ) 
4374	4374	875	서로 다른 두 자연수 A , B가 있습니다. A + B = 46, B = 1 * A 일 때, A 를 구하시오.	46 / ( 1 + 1 )
4375	4375	1966	2개의 수 47.1, 10.79이 있습니다. 이 중에서 70.24보다 작은 수는 모두 몇 개 입니까?	len ( [ val for val in [ 47.1, 10.79 ] if val < 70.24 ] ) 
4376	4376	680	손녀는 39kg입니다. 강아지의 무게는 2kg입니다. 손녀는 강아지보다 얼마나 무거운가요?	"X=39-2
print(X)"
4377	4377	2103	한 상자에는 상추이 125개씩 들어있습니다. 135개의 상자 안에 있는 상추은 모두 몇 개일까요?	125 * 135
4378	4378	3672	정국 , 석진 , 호석의 수학 점수는 각각 47점, 78점, 23점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 2점입니다. 정국네 학급 인원수가 49명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 49 - 3 ) * 2 + 47 + 78 + 23 ) / 49
4379	4379	2924	남진와 동생의 나이를 합하면 3이고, 두 사람의 나이 차는 3입니다. 남진의 동생은 몇 살일까요?	( 3 - 3 ) / 2
4380	4380	787	남준, 석진 및 호석의 연령 비율은 각각 5 : 8 : 7입니다. 8 년 전, 그들의 나이의 합이 76 세라면 지금부터 10 년 후의 나이는 몇 살입니까?	 ( 8 * 3 + 76 ) / ( 5 + 8 + 7 ) * 8 + 10
4381	4381	1351	어떤 수에서 388을 더했더니 676가 되었습니다. 어떤 수에서 933를 곱하면 얼마가 되는지 구하시오.	676 - 388 * 933
4382	4382	2556	47에서 689까지의 수가 있을 때, 282보다 크고, 284보다 작은 수는 얼마입니까?	( 282 + 284 ) / 2
4383	4383	3186	(바) 컵에 물을 가득 넣어 (다) 컵에 부었더니 물이 넘쳤습니다. 어느 컵에 물이 더 적게 들어갈까요?	print('(다)')
4384	4384	3806	석진 , 민영 , 남진의 수학 점수는 각각 49점, 18점, 12점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 27점입니다. 석진네 학급 인원수가 51명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 51 - 3 ) * 27 + 49 + 18 + 12 ) / 51
4385	4385	113	상점은 34개의 오렌지를 상자에 넣어서 가지고 있었습니다. 그들이 오래된 것들 중 20개를 버리고 13개의 새로운 오렌지들을 상자에 넣었다면, 상자에는 몇 개의 오렌지가 있습니까?	"X=34+13-20
print(X)"
4386	4386	593	시속 72km로 운행하는 기차는 플랫폼을 30초 만에 횡단하고 플랫폼에 있는 사람은 기차가 지나는 동안 20초 동안 서 있습니다. 플랫폼의 길이는 몇 미터입니까?	72 * 1000 / 3600 * 30 - 72 * 1000 / 3600 * 20
4387	4387	3904	100명의 학생들이 한 줄로 줄을 섰습니다. 호석의 앞에 30명의 학생들이 서 있습니다. 호석의 뒤에 서 있는 학생은 몇 명입니까?	100 - ( 30 + 1 )
4388	4388	581	현재 지민과 유나의 연령 비율은 4:3입니다. 6년후에 지민의 나이는 26세가됩니다. 유나의 나이는 무엇입니까?	 ( 26 - 6 ) * 3 / 4
4389	4389	4418	키가 작은 사람부터 순서대로 82명이 한 줄로 서 있습니다. 남진가 앞에서부터 26번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 남진는 앞에서부터 몇 번째에 서게 됩니까?	82 - 26 + 1
4390	4390	3541	3 개의 수 9, 6, 8 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 9 == 0 and arr % 6 == 0 and arr % 8 == 0] )
4391	4391	3416	2 개의 수 4, 9 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 4 == 0 and arr % 9 == 0 ] )
4392	4392	3008	은지와 동생의 나이를 합하면 39이고, 두 사람의 나이 차는 37입니다. 은지의 동생은 몇 살일까요?	( 39 - 37 ) / 2
4393	4393	469	100과 200 사이에 3의 배수가 몇 개 있습니까?	print ( 200 // 3 - 100 // 3 )
4394	4394	87	상자 안에 64개의 공이 있습니다. 민영이가 65개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	64 + 65
4395	4395	1965	7개의 수 92.24, 95.22, 82.51, 52.71, 1.86, 2.73, 93.51이 있습니다. 이 중에서 79.21보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 92.24, 95.22, 82.51, 52.71, 1.86, 2.73, 93.51 ] if val > 79.21 ] ) 
4396	4396	828	석진이는 윤기네 집에 가기 위해 시간당 2km의 속도로 5시간 동안 걸었습니다. 석진이네 집과 윤기네 집은 얼마만큼 떨어져 있습니까?	"X=2*5
print(X)"
4397	4397	734	합이 21인 연속 된 3개의 정수 중 가장 큰 것은 무엇입니까?	 ( 21 - 3 ) / 3 + 2
4398	4398	1846	호석이는 3와 5를 모았습니다. 지민이는 9과 2을 모았습니다. 누가 모은 수가 더 큽니까?	'호석' if 3+5 > 9+2 else '지민'
4399	4399	660	은지의 현재 나이와 7세 이전의 나이의 합은 35입니다. 은정의 7년 후 나이는 어떻게 될까요?	 ( 35 + 7 ) / 2 + 7
4400	4400	3301	2 개의 수 7, 3 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 7 == 0 and arr % 3 == 0 ] )
4401	4401	3447	2 개의 수 14, 8 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 14 == 0 and arr % 8 == 0 ] )
4402	4402	3551	3 개의 수 2, 5, 14 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 2 == 0 and arr % 5 == 0 and arr % 14 == 0] )
4403	4403	698	유정은 3명의 노동자를 고용하기로 결정했습니다. 누구를 고용할지 결정하기 위해 그녀는 17명의 후보자 그룹을 선택했습니다. 그녀는 17명의 후보자 중 3명과 매일 한 번의 면접을 통해 그들이 얼마나 잘 협력하는지 확인할 계획입니다. 그녀가 다양한 조합의 구직자들과 실무 면접을하는 데 며칠이 걸릴까요?	math.factorial ( 17 ) /math.factorial ( 17 - 3 ) /math.factorial ( 3 ) / 2 - 17 - 17 - 10
4404	4404	3609	3 개의 수 2, 11, 6 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 2 == 0 and arr % 11 == 0 and arr % 6 == 0] )
4405	4405	456	두 개의 파이프 (가)와 (나)는 각각 12시간과 15시간 안에 탱크를 채울 수 있습니다. 두 파이프가 탱크에서 함께 열리면 탱크를 채우는 데 얼마나 걸립니까?	1 / ( 1 / 12 + 1 / 15 ) 
4406	4406	168	상자 안에 42개의 공이 있습니다. 유나이가 31개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	42 + 31
4407	4407	423	5개의 수 13, 8, 25, 37, 7가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 13 , 8 , 25 , 37 , 7 ] ) - min ( [ 13 , 8 , 25 , 37 , 7 ] ) 
4408	4408	2565	287에서 639까지의 수가 있을 때, 570보다 크고, 572보다 작은 수는 얼마입니까?	( 570 + 572 ) / 2
4409	4409	654	5에 어떤 수를 곱해야 하는데 4에 곱해서 20이 되었습니다. 어떤 수는 얼마일까요?	int ( 20 / 4 )
4410	4410	1283	어떤 수에서 143을 더했더니 600가 되었습니다. 어떤 수에서 292를 더하면 얼마가 되는지 구하시오.	600 - 143 + 292
4411	4411	801	서로 다른 두 자연수 A , B가 있습니다. A - B = --17, B = 10 * A 일 때, A 를 구하시오.	1.888888889
4412	4412	436	점심시간에 종업원은 10명의 손님에 대해 서비스를 하였지만 그들 중 5명이 팁을 남기지 않았습니다. 그가 팁을 준 손님들로부터 각 3원을 얻은 경우, 그는 몇 원을 벌었습니까?	"X=3*(10-5)
print(X)"
4413	4413	25	상자 안에 87개의 공이 있습니다. 민영이가 2개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	87 + 2
4414	4414	698	어떤 소수의 소수점을 오른쪽으로 1 자리 옮기면 원래보다 656.87 만큼 커집니다. 원래의 소수를 구하시오.	656.87 * 10 / 1
4415	4415	686	사탕은 500원이며 초콜릿은 450원이다. 정국은 실수로 사탕의 수를 초콜릿의 3배로 샀으며 3900원을 지불했다. 원래대로 사탕을 초콜릿과 같은 수로 샀다면 지불해야 하는 비용은 몇 원인가?	( 3900 / 1950 ) * ( 500 + 450 )
4416	4416	213	사과, 감, 복숭아, 참외 중에서 4가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '사과', '감', '복숭아', '참외' ] , 4 ) ) )
4417	4417	2801	주어진 숫자가 77, 70, 61, 86, 40, 7, 40, 34, 35 일 경우 40 보다 크고 86 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 77, 70, 61, 86, 40, 7, 40, 34, 35 ] if i > 40 and i < 86 ] ) )
4418	4418	761	숫자와 숫자의 3/5의 차이는 60일때 숫자를 찾으세요.숫자를 찾으세요. 숫자를 찾으시오	60 / 2 * 5
4419	4419	1383	어떤 수에서 724을 빼더니 602가 되었습니다. 어떤 수에서 368를 빼면 얼마가 되는지 구하시오.	602 + 724 - 368
4420	4420	761	태형이는 16개의 블록을 가지고 있습니다. 상자가 8개 있으면 각 상자에 몇 개의 블록을 넣어야 합니까?	"X=16/8
print(X)"
4421	4421	2118	한 상자에는 복숭아이 203개씩 들어있습니다. 49개의 상자 안에 있는 복숭아은 모두 몇 개일까요?	203 * 49
4422	4422	234	1 부터 10 사이의 소수의 개수는?	print ( 4 )
4423	4423	1325	어떤 수에서 153을 나누었더니 401가 되었습니다. 어떤 수에서 995를 빼면 얼마가 되는지 구하시오.	401 * 153 - 995
4424	4424	735	어떤 소수의 소수점을 오른쪽으로 4 자리 옮기면 원래보다 716.4 만큼 커집니다. 원래의 소수를 구하시오.	716.4 * 10000 / 1
