id	question	equation
1404	컬러 프린트는 한 장당 10센트, 흑백 프린트는 한 장당 5센트입니다. 은지는 400장을 출력했는데, 그중 일부는 컬러이고 나머지는 흑백입니다. 총 22.5달러를 지불했습니다. 흑백으로 몇 장을 출력했습니까?	(10*0.01*X)+(5*0.01*Y)=22.5, X+Y=400
635	남준을 포함한 다섯 명의 평균 키를 구하려 한다. 남준의 키 160cm을 60cm으로 잘못 봐서 150cm이 나왔을 때, 올바른 평균은 얼마인가?	150 + ( 160 - 60 ) / 5
599	A+AB=30, A=3일 때, B는?	print ( 10 - ( 30 - 10 ) // 10 )
1639	499에 어떤 수를 더해야 할 것을 잘못하여 344에 어떤 수를 곱했더니 1720이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	499 + ( 1720 / 344 ) 
500	지민이는 57원이 있었습니다. 그가 새로운 게임을 사는데 27원을 썼다면, 그에게 남은 돈으로 6원의 장난감을 몇 개 살 수 있습니까?	X=(57-27)/6
4483	8개의 숫자 1, 2, 3, 5, 6, 7, 8, 9를 한 번씩만 사용하여 여덟 자리수를 만들려고 합니다. 만들 수 있는 여덟 자리 수는 모두 몇 개입니까?	math.factorial(8)
1522	961에 어떤 수를 빼야 할 것을 잘못하여 172에 어떤 수를 곱했더니 15652이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	961 - ( 15652 / 172 ) 
914	서로 다른 두 자연수 A , B가 있습니다. A - B = --45, B = 4 * A 일 때, A 를 구하시오.	15
877	학교에서는 542명의 여학생과 387명의 남학생이 있습니다. 그 학교에 몇 명의 학생이 있습니까?	X=542+387
784	어떤 소수의 소수점을 오른쪽으로 1 자리 옮기면 원래보다 211.95 만큼 커집니다. 원래의 소수를 구하시오.	211.95 * 10 / 1
240	무, 배추, 상추, 고추, 양파 중에서 5가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '무', '배추', '상추', '고추', '양파' ] , 5 ) ) )
53	은지는 퀴즈 게임을 하고 있었습니다. 첫 번째 라운드에서 그녀는 16점을 득점했고 두 번째 라운드에서 그녀는 33점을 득점했습니다. 마지막 라운드에서 그녀는 48점을 잃었습니다. 게임이 끝날 때 그녀에게 얼마나 많은 점수가 있습니까?	X=16+33-48
1324	어떤 수에서 116을 더했더니 828가 되었습니다. 어떤 수에서 85를 곱하면 얼마가 되는지 구하시오.	828 - 116 * 85
942	서로 다른 두 자연수 A , B가 있습니다. A - B = --65, B = 5 * A 일 때, A 를 구하시오.	16.25
193	일곱 명의 사람이 나이가 적은 사람부터 순서대로 서 있습니다. 태형은 세 번째에 서 있습니다. 태형보다 나이가 적은 사람은 몇 명입니까?	3 - 1
3573	3 개의 수 8, 8, 6 로 나누어 떨어질 수 있는 세 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(100, 1000) if arr % 8 == 0 and arr % 8 == 0 and arr % 6 == 0] )
522	다음 식 'A4+3A=45'을 만족할 때, A를 구하시오.	( 45 - int ( ( 4 + 30 ) / ( 10 + 1 ) ) )
1123	어떤 수에서 289을 빼야 하는데 잘못하여 371을 뺀 결과가 225이 나왔습니다. 바르게 계산한 결과를 구하시오.	225 + 371 - 289
249	민영은 이제 정국보다 10 살이 더 많습니다. 6 년 후에 민영이 정국보다 두 배가된다면 민영은 5 년 안에 몇 살이 될까요?	10 * 2 + 5 - 6
860	두 마리의 새는 나무에 앉아 있습니다. 한 마리의 새가 날아와서 앉았습니다. 나무에 새가 몇 마리 있습니까?	X=2-1
673	어떤 수에서 132를 빼야하는데 잘못하여 123을 뺀 결과가 8이 나왔습니다. 바르게 계산한 결과를 구하시오.	x = 8 + 123 ; print ( x - 132 )
18	상자 안에 25개의 공이 있습니다. 유나이가 8개의 공을 상자 안에 더 넣었습니다. 상자 안에 있는 공은 모두 몇 개입니까?	25 + 8
4216	달리기 시합에서 지민는 56 등을 했고, 태형는 58 등을 했습니다. 유정는 태형보다 잘했지만 지민보다는 못했습니다. 유정의 등수는 몇 등입니까?	 ( 56 + 58 ) / 2
526	은지는 그녀의 친구의 결혼식을 위해 103개의 꽃을 골랐다. 그녀는 각각 8개의 꽃으로 꽃다발을 만들고 있었습니다. 꽃 중 47개는 사용할 수 없는 꽃이라면, 나머지 꽃으로 총 몇 개의 꽃다발을 만들 수 있습니까?	X=(103-47)/8
4611	2개의 숫자 2, 7를 한 번씩만 사용하여 두 자리수를 만들려고 합니다. 만들 수 있는 두 자리 수는 모두 몇 개입니까?	math.factorial(2)
3976	95명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 81명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?	95 - ( 81 + 1 )
834	서로 다른 두 자연수 A , B가 있습니다. A - B = --71, B = 3 * A 일 때, A 를 구하시오.	35.5
2958	윤기와 동생의 나이를 합하면 97이고, 두 사람의 나이 차는 0입니다. 윤기의 동생은 몇 살일까요?	( 97 - 0 ) / 2
667	윤기는 두 자리 수와 세 자리 수의 덧셈을 하려 합니다. 윤기는 두 자리 수의 일의 자리 숫자 5를 2로 잘못 보았습니다. 윤기가 계산한 결과가 235 일 때, 올바른 결과를 구하시오.	235 - 2 + 5
597	4개의 수 51, 1, 15, 49가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 51 , 1 , 15 , 49 ] ) - min ( [ 51 , 1 , 15 , 49 ] ) 
2638	271에서 966까지의 수가 있을 때, 690보다 크고, 692보다 작은 수는 얼마입니까?	( 690 + 692 ) / 2
542	1A + 2B = 35'에서 A가 될 수 있는 가장 큰 수는 얼마인가요?	max ( A for A in range ( 10 ) if len ( [ B for B in range ( 10 ) if ( 1 * 10 + A ) + ( 2 * 10 + B ) == 35 ] ) != 0 )
714	어떤 수에 50을 더해야 하는데 실수로 50을 빼고 50을 곱했더니 2500이 나왔다. 바르게 계산한 결과는?	print ( ( 2500 / 50 ) + 50 + 50 )
2957	호석와 동생의 나이를 합하면 71이고, 두 사람의 나이 차는 25입니다. 호석의 동생은 몇 살일까요?	( 71 - 25 ) / 2
4625	3개의 숫자 8, 1, 4를 한 번씩만 사용하여 세 자리수를 만들려고 합니다. 만들 수 있는 세 자리 수는 모두 몇 개입니까?	math.factorial(3)
502	연속 된 3개의 홀수의 합은 첫 번째 숫자보다 20이 더 많습니다. 중간 숫자는 무엇입니까?	 ( 20 - ( 2 + 4 ) ) / ( 3 - 1 ) + 2
143	남준는 석진보다 40 % 더 효율적입니다. 남준는 24 일 안에 작업을 완료 할 수 있습니다. 남준와 석진가 함께 작동하면 동일한 작업을 완료하는 데 며칠이 걸립니까?	 ( 40 / 100 + 1 ) * 24 / ( 40 / 100 + 1 + 1 ) 
4166	달리기 시합에서 은지는 41 등을 했고, 남진는 43 등을 했습니다. 민영는 남진보다 잘했지만 은지보다는 못했습니다. 민영의 등수는 몇 등입니까?	 ( 41 + 43 ) / 2
436	4개의 수 100, 321, 2125, 20이 있습니다. 이 중 모든 세 자리 수의 합을 구하시오.	sum ( n for n in [ 100 , 321 , 2125 , 20 ] if n in  range( 10 ** ( 3 - 1 ) , 10 ** 3 )  )
1439	2부터 7까지의 짝수의 합을 구하시오.	sum ( [ i for i in range( 2 , 8 , 2 ) ] )
2227	한 상자에는 오이이 295개씩 들어있습니다. 241개의 상자 안에 있는 오이은 모두 몇 개일까요?	295 * 241
1084	하나의 초콜릿 칩을 만들려면 두 컵의 초콜릿 칩이 있어야 합니다. 23개의 초콜릿 칩을 만들려면 몇 컵의 초콜릿 칩이 필요합니까?	X=2*23
457	집합 A는 7부터 15까지의 자연수로 이루어져 있다. 집합의 원소의 개수보다 작은 수를 가진 원소의 개수는 몇 개입니까?	( 15 - 7 ) - 7 + 1
590	수조는 3 시간 내에 수도꼭지로 채울 수 있고 9 시간 내에 다른 수도꼭지로 비울 수 있습니다. 두 수도꼭지가 동시에 열리면 얼마나 많은 시간이 지나면 저수조가 채워 집니까?	1 / ( 1 / 3 - 1 / 9 ) 
2223	한 상자에는 복숭아이 90개씩 들어있습니다. 143개의 상자 안에 있는 복숭아은 모두 몇 개일까요?	90 * 143
776	어떤 소수의 소수점을 오른쪽으로 4 자리 옮기면 원래보다 508.05 만큼 커집니다. 원래의 소수를 구하시오.	508.05 * 10000 / 1
2106	한 상자에는 토마토이 208개씩 들어있습니다. 217개의 상자 안에 있는 토마토은 모두 몇 개일까요?	208 * 217
4523	4개의 숫자 9, 2, 3, 7를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
1414	2개의 숫자의 합은 138입니다. 큰 숫자에서 작은 숫자의 세 배를 빼면 결과는 22입니다. 큰 숫자를 찾으십시오.	X+Y=138, Y-(3*X)=22
1418	콘서트는 20,000개의 티켓을 팔았습니다. 앞 좌석 티켓은 55달러, 뒷좌석 티켓은 45달러입니다. 총 955,000달러를 벌었습니다. 뒷좌석 티켓은 몇 장이나 팔렸습니까?	(55*X)+(45*Y)=955000, X+Y=20000
3708	지민 , 호석 , 석진의 수학 점수는 각각 84점, 54점, 37점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 13점입니다. 석진네 학급 인원수가 86명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 86 - 3 ) * 13 + 84 + 54 + 37 ) / 86
824	태형이는 13개의 볼펜이 있습니다. 정국이는 2개의 볼펜이 있습니다. 정국이는 또 볼펜 84개를 찾았습니다. 정국이가 가지고 있는 볼펜은 몇 개입니까?	X=2+84
470	연속 된 두 숫자의 합은 45입니다. 두 숫자 중 더 큰 숫자는?	print ( 45 // 2 + 1 )
4244	달리기 시합에서 유나는 19 등을 했고, 민영는 21 등을 했습니다. 태형는 민영보다 잘했지만 유나보다는 못했습니다. 태형의 등수는 몇 등입니까?	 ( 19 + 21 ) / 2
737	8개의 숫자의 평균은 25이고 처음 2개의 숫자는 20이고 다음 3개의 숫자는 26입니다. 여섯 번째 숫자는 7*4보다 작고 8*6보다 작습니다. 마지막 숫자는 무엇입니까?	 ( 25 * 8 - ( 2 * 20 + 3 * 26 ) + 8 ) / 3
4150	달리기 시합에서 지민는 76 등을 했고, 은지는 78 등을 했습니다. 태형는 은지보다 잘했지만 지민보다는 못했습니다. 태형의 등수는 몇 등입니까?	 ( 76 + 78 ) / 2
1470	바람을 타고 날아가는 새는 시속 150km의 속도로 날아갑니다. 바람이 0.5배가 되고 새가 바람의 반대 방향으로 날아간다면 새의 속도는 시속 30km가 됩니다. 바람의 속도는 얼마입니까?	X+Y=150, X-(0.5*Y)=30
34	460명의 학교 학생 중 325명이 축구를하고 175명이 크리켓을 치고 50명이 축구도 크리켓을하지 않습니다. 얼마나 많은 학생들이 축구와 크리켓을 뛰나요?	175 + 325 - ( 460 - 50 ) 
1892	9개의 수 4.9, 22.01, 66.04, 35.64, 93.7, 52.76, 44.73, 58.72, 72.8이 있습니다. 이 중에서 61.16보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 4.9, 22.01, 66.04, 35.64, 93.7, 52.76, 44.73, 58.72, 72.8 ] if val > 61.16 ] ) 
1295	한 줄의 길이의 0.75와 같은 줄의 0.4의 차이는 28 센티미터입니다. 줄의 길이를 찾으세요.	X=28/(0.75-0.4)
779	호석이의 사물함 번호는 11보다 1만큼 큰 수이고, 지민이의 사물함 번호는 19보다 1만큼 작은 수입니다. 더 큰 사물함 번호를 가진 사람은 누구입니까?	"if ( 11 + 1 ) > (19 - 1 ) :\n    print ( "" 호석 "" )\nelse:\n    print( "" 지민 "" )"
3747	정국 , 유정 , 윤기의 수학 점수는 각각 51점, 40점, 74점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 27점입니다. 유정네 학급 인원수가 16명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 16 - 3 ) * 27 + 51 + 40 + 74 ) / 16
4271	키가 작은 사람부터 순서대로 75명이 한 줄로 서 있습니다. 정국가 앞에서부터 28번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 정국는 앞에서부터 몇 번째에 서게 됩니까?	75 - 28 + 1
1393	총 8,800달러를 저축합니다. 이자는 총 1,326달러를 받았습니다. 8,800달러 중 일부는 이자율 16%에, 나머지는 14%에 저축했습니다. 16%의 이자율에 저축된 금액은 얼마입니까?	((16*0.01)*X)+((14*0.01)*Y)=1326, X+Y=8800
134	90 원에 기사를 팔면 사람은 15 원를 얻습니다. 이득 %는 무엇입니까?	15 * 100 / ( 90 - 15 ) 
632	어떤 소수의 소수점을 왼쪽으로 1 자리 옮기면 원래보다 79.23 만큼 작아집니다. 원래의 소수를 구하시오.	79.23 * 10 / 9
3300	2 개의 수 3, 13 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 3 == 0 and arr % 13 == 0 ] )
2145	한 상자에는 바나나이 37개씩 들어있습니다. 180개의 상자 안에 있는 바나나은 모두 몇 개일까요?	37 * 180
3093	(자) 컵에 물을 가득 넣어 (사) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 적게 들어갈까요?	(자)
1634	33에 어떤 수를 더해야 할 것을 잘못하여 648에 어떤 수를 곱했더니 15552이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	33 + ( 15552 / 648 ) 
1291	어른 티켓 가격은 11달러이고 어린이 티켓은 10달러입니다. 공연에 23명이 있고 극장에서 티켓 판매로 246달러를 모았다면 몇 명의 어린이가 연극을 보러 왔습니까?	(10*X)+(11*Y)=246, X+Y=23
873	버스에 학생 10명이 있었습니다. 첫 번째 정류장에서 3명의 학생들이 버스에서 내렸습니다. 얼마나 많은 학생들이 버스에 남아 있습니까?	X=10-3
4124	달리기 시합에서 호석는 13 등을 했고, 유정는 15 등을 했습니다. 태형는 유정보다 잘했지만 호석보다는 못했습니다. 태형의 등수는 몇 등입니까?	 ( 13 + 15 ) / 2
883	울타리에는 12마리의 새가 앉아 있습니다. 8마리의 새가 날아와서 울타리에 앉았습니다. 울타리에 몇 마리의 새들이 있습니까?	X=12+8
829	122를 X로 나누면 몫은 6이고 나머지는 2입니다. X 찾으세요.	math.floor ( 122 / 6 ) 
1629	551에 어떤 수를 더해야 할 것을 잘못하여 329에 어떤 수를 곱했더니 25333이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	551 + ( 25333 / 329 ) 
940	정삼각형의 높이가 3cm일 때 정삼각형의 둘레의 길이는?	print ( 3 * 3 * 2 / math.sqrt ( 3 ) )
572	A의 제곱급은 B의 제곱과 같다. A와 B 모두 자연수이며 A가 16일 때 B에 알맞은 수를 구하시오.	math.sqrt ( math.sqrt ( 16 ) ) 
1712	유나이는 7와 6를 모았습니다. 민영이는 7과 4을 모았습니다. 누가 모은 수가 더 큽니까?	'유나' if 7+6 > 7+4 else '민영'
386	소매상은 80원의 도매가에 기계를 구입했고 나중에는 소매가의 20% 할인 후 판매했습니다. 소매업자가 도매가의 20%에 해당하는 수익을 냈다면 기계의 소매 가격은 얼마입니까?	 ( 80 + 80 * 20 / 100 ) * 100 / ( 3 * 3 * 20 ) 
3778	정국 , 남진 , 태형의 수학 점수는 각각 16점, 65점, 98점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 51점입니다. 태형네 학급 인원수가 79명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 79 - 3 ) * 51 + 16 + 65 + 98 ) / 79
1849	유정이는 6와 1를 모았습니다. 석진이는 7과 9을 모았습니다. 누가 모은 수가 더 큽니까?	'유정' if 6+1 > 7+9 else '석진'
3243	(타) 컵에 물을 가득 넣어 (바) 컵에 부었더니 물이 가득 차지 않았습니다. 어느 컵에 물이 더 많이 들어갈까요?	(바)
2837	주어진 숫자가 2, 19, 54, 9, 37, 82, 33, 82, 57, 10, 85, 30, 41, 72, 27, 12, 10 일 경우 10 보다 크고 27 보다 작은 수 중 가장 큰 수는 무엇입니까?	max ( sorted ( [ i for i in [ 2, 19, 54, 9, 37, 82, 33, 82, 57, 10, 85, 30, 41, 72, 27, 12, 10 ] if i > 10 and i < 27 ] ) )
1032	유나는 구슬이 있습니다. 유나는 489개의 구슬을 샀습니다. 이제 유나는 2,778개의 구슬을 가지고 있습니다. 유나가 처음에 가지고 있던 구슬은 몇 개입니까?	X=2778-489
2437	283 보다 어떤 수만큼 큰 수는 763입니다. 어떤 수보다 90 작은 수는 얼마입니까?	763 - 283 - 90
3520	3 개의 수 9, 1, 3 로 나누어 떨어질 수 있는 두 자리 수는 모두 몇 개 있습니까?	len ( [ arr for arr in range(10, 100) if arr % 9 == 0 and arr % 1 == 0 and arr % 3 == 0] )
4375	키가 작은 사람부터 순서대로 32명이 한 줄로 서 있습니다. 민영가 앞에서부터 16번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 민영는 앞에서부터 몇 번째에 서게 됩니까?	32 - 16 + 1
317	민영이의 오래된 세탁기는 한 번에 8개의 옷을 씻을 수 있습니다. 그녀가 39개의 셔츠와 33개의 스웨터를 씻어야 한다면 세탁기를 몇 번 사용해야 합니까?	X=(39+33)/8
1769	태형이는 1와 9를 모았습니다. 석진이는 5과 4을 모았습니다. 누가 모은 수가 더 큽니까?	'태형' if 1+9 > 5+4 else '석진'
176	5대의 기계가 10시간에 2대를 생산할 수 있다면, 20대의 기계가 120대를 생산하는 데 얼마나 걸립니까?	120 / ( 20 / 10 / 5 * 20 ) 
370	포도, 복숭아, 참외 중에서 2가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '포도', '복숭아', '참외' ] , 2 ) ) )
1611	943에 어떤 수를 빼야 할 것을 잘못하여 744에 어떤 수를 곱했더니 65472이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	943 - ( 65472 / 744 ) 
564	쇼에서 60%의 좌석이 채워졌습니다. 홀에 600석이 있다면 비어있는 자리는 몇 개입니까?	600 * ( 100 - 60 ) / 100
1574	537에 어떤 수를 곱해야 할 것을 잘못하여 700에 어떤 수를 곱했더니 41300이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	537 * ( 41300 / 700 ) 
4016	100명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 25명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?	100 - ( 25 + 1 )
3655	윤기 , 정국 , 민영의 수학 점수는 각각 19점, 50점, 87점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 30점입니다. 윤기네 학급 인원수가 74명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 74 - 3 ) * 30 + 19 + 50 + 87 ) / 74
464	8개의 수 91, 58, 25, 89, 3, 76, 3, 7가 있습니다. 그 중에서 가장 큰 수와 가장 작은 수의 차는 얼마입니까?	max ( [ 91 , 58 , 25 , 89 , 3 , 76 , 3 , 7 ] ) - min ( [ 91 , 58 , 25 , 89 , 3 , 76 , 3 , 7 ] ) 
3870	71명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 40명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?	71 - ( 40 + 1 )
2519	283에서 337까지의 수가 있을 때, 325보다 크고, 327보다 작은 수는 얼마입니까?	( 325 + 327 ) / 2
1503	808에 어떤 수를 곱해야 할 것을 잘못하여 935에 어떤 수를 곱했더니 76670이 되었습니다. 바르게 계산하면 얼마인지 구하시오.	808 * ( 76670 / 935 ) 
269	지민은 영어, 수학, 물리학, 화학 및 생물학에서 86, 89, 82, 87 및 81점 (100점 만점)을 획득했습니다. 그의 평균 점수는 무엇입니까?	 ( 86 + 89 + 82 + 87 + 81 ) / ( 10 / 2 ) 
331	구슬색은 빨간색, 노란색, 파란색 중 하나입니다. 지민이가 구슬 2개를 뽑았을 시 나올 수 있는 색의 조합의 수는?	( 3 * 3 ) - ( ( 2 * 3 ) / 2 )
4433	키가 작은 사람부터 순서대로 82명이 한 줄로 서 있습니다. 석진가 앞에서부터 44번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 석진는 앞에서부터 몇 번째에 서게 됩니까?	82 - 44 + 1
860	서로 다른 두 자연수 A , B가 있습니다. A - B = --71, B = 10 * A 일 때, A 를 구하시오.	7.888888889
73	시험 점수는 총 200점이고, 한 문제를 틀릴 때마다 5점을 감점합니다. 5개의 문제를 틀렸다면 몇 점을 받게 되는가?	200 - 5 * 5
206	7명의 친구와 온라인 비디오 게임을 하고 있었고 두명의 플레이어가 게임에 참가하였습니다. 각 플레이어가 6개의 목숨을 을 가졌다면 총 얼마의 목숨이 있습니까?	X=7*(6+2)
1834	남진이는 9와 9를 모았습니다. 호석이는 9과 1을 모았습니다. 누가 모은 수가 더 큽니까?	'남진' if 9+9 > 9+1 else '호석'
228	퀴즈 게임을 하는 동안 호석이는 첫 번째 단계에서 3개의 문제를 맞혔고, 두 번째 단계에서 2 문제를 맞혔습니다. 각 질문이 5점이라면, 그의 마지막 점수는 무엇입니까?	X=5*(3+2)
1088	어떤 수에서 457을 빼야 하는데 잘못하여 459을 뺀 결과가 355이 나왔습니다. 바르게 계산한 결과를 구하시오.	355 + 459 - 457
943	서로 다른 두 자연수 A , B가 있습니다. A - B = --75, B = 6 * A 일 때, A 를 구하시오.	15
917	N이 양의 정수이고 1에서 N까지의 모든 정수의 곱이 170의 배수 인 경우 N의 가능한 최소값은 얼마입니까?	170 / 2
3696	정국 , 호석 , 윤기의 수학 점수는 각각 67점, 29점, 39점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 69점입니다. 윤기네 학급 인원수가 71명일 때, 학급 수학 평균 점수는 몇 점입니까	( ( 71 - 3 ) * 69 + 67 + 29 + 39 ) / 71
651	652명의 학생이있는 학교에서 남학생의 평균 연령은 12세이고 여학생의 평균 연령은 11세입니다. 학교의 평균 연령이 11세 9개월이면 학교의 여학생 수는?	12 * 652 - ( 11 + 9 / 12 ) * 652
980	서로 다른 두 자연수 A , B가 있습니다. A + B = 20, B = 6 * A 일 때, A 를 구하시오.	20 / ( 1 + 6 )
3963	55명의 학생들이 한 줄로 줄을 섰습니다. 유나의 앞에 11명의 학생들이 서 있습니다. 유나의 뒤에 서 있는 학생은 몇 명입니까?	55 - ( 11 + 1 )
4405	키가 작은 사람부터 순서대로 100명이 한 줄로 서 있습니다. 윤기가 앞에서부터 24번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 윤기는 앞에서부터 몇 번째에 서게 됩니까?	100 - 24 + 1
877	서로 다른 두 자연수 A , B가 있습니다. A - B = --41, B = 3 * A 일 때, A 를 구하시오.	20.5
444	윤기가 13시간 동안 여행했습니다. 윤기는 거리의 전반부를 20km/h로, 나머지 절반은 25km/h로 여행했다. 윤기가 여행한 거리를 구하시오.	13 / 3 * 20 + 13 / 3 * 25
3018	민영와 동생의 나이를 합하면 37이고, 두 사람의 나이 차는 25입니다. 민영의 동생은 몇 살일까요?	( 37 - 25 ) / 2
64	정국이는 잔디 깎기 사업을 시작했습니다. 봄에는 잔디 깎기로 2원을 벌고 여름에는 27원을 벌었습니다. 그가 재료값으로 5원을 사용했다면 얼마나 많은 돈이 남아 있습니까?	X=2+27-5
147	남준, 석진, 윤기가 일렬로 서 있다. 호석이 석진 뒤로 끼어들었다면, 두 번째로 서 있는 사람은 누구인가?	석진
2433	154 보다 어떤 수만큼 큰 수는 872입니다. 어떤 수보다 882 큰 수는 얼마입니까?	872 - 154 + 882
577	50명의 소년과 100명의 소녀가 시험에서 검사를받습니다. 남학생의 50%와 여학생의 40%가 합격합니다. 실패한 전체의 비율은?	100 * ( 50 + 100 - ( 50 * 50 / 100 + 100 * 40 / 100 ) ) / ( 50 + 100 ) 
1112	유나는 2.5달러가 필요합니다. 유나는 지금 0.75달러가 있습니다. 유나는 얼마나 많은 돈이 더 필요합니까?	X=2.5-0.75
1969	7개의 수 21.45, 49.49, 67.11, 79.48, 53.06, 10.23, 28.11이 있습니다. 이 중에서 67.1보다 큰 수는 모두 몇 개 입니까?	len ( [ val for val in [ 21.45, 49.49, 67.11, 79.48, 53.06, 10.23, 28.11 ] if val > 67.1 ] ) 
399	남준이는 잔디를 깎아 5원과 58원을 얻었다. 그가 일주일에 7원을 쓴다면 그의 돈은 몇 주 동안 유지됩니까?	X=(5+58)/7
4310	키가 작은 사람부터 순서대로 67명이 한 줄로 서 있습니다. 유나가 앞에서부터 48번째에 서 있습니다. 키가 큰 사람부터 순서대로 다시 줄을 서면 유나는 앞에서부터 몇 번째에 서게 됩니까?	67 - 48 + 1
1406	5부터 8까지의 홀수의 합을 구하시오.	sum ( [ i for i in range( 5 , 9 , 2 ) ] )
4585	4개의 숫자 1, 2, 6, 7를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?	math.factorial(4)
483	식당에서 각 성인이 식사하는데 8원이 들며 아이들은 무료로 식사를 합니다. 11명의 사람들이 왔고 2명이 아이들이었다면, 그 사람들이 식사를 하는데 몇 원이 듭니까?	X=8*(11-2)
855	길이가 70cm인 철사가 있습니다. 영희와 철수는 각각 한 변의 길이가 5cm인 정삼각형과 정사각형을 만들었습니다. 남은 철사로 직사각형을 만들 때, 직사각형의 둘레는 몇 cm입니까?	70 - 5 * 3 - 5 * 4
493	유나는 포도 7kg을 kg 당 68원에, 망고 9kg을 kg 당 48원에 구입했습니다. 그가 가게 주인에게 얼마를 지불 했습니까?	7 * 68 + 9 * 48
251	영희의 학교 근처에는 김밥집이 있습니다. 김밥집에는 총 4 종류의 김밥이 있습니다. 영희는 두 종류의 김밥을 주문하려 하는데 이미 한 종류는 정했습니다. 영희가 김밥을 주문할 경우는 총몇 가지인가요?	len ( list ( itertools.combinations ( range ( 4 ) , 2 - 1 ) ) )
3864	39명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 17명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?	39 - ( 17 + 1 )
1211	어떤 수에서 31을 더했더니 428가 되었습니다. 어떤 수에서 19를 빼면 얼마가 되는지 구하시오.	428 - 31 - 19
297	토마토, 무, 배추, 상추, 고추, 양파, 마늘 중에서 4가지의 채소을 골라서 사는 경우는 모두 몇 가지입니까?	len ( list ( itertools.combinations ( [ '토마토', '무', '배추', '상추', '고추', '양파', '마늘' ] , 4 ) ) )
1479	책상과 의자를 하나씩 사면 450달러입니다. 책상의 가격은 의자의 가격의 2배입니다. 의자의 가격은 얼마입니까?	X+Y=450, X=2*Y
323	은지는 그녀의 휴대폰으로부터 31장의 사진과 그녀의 카메라부터 5장의 사진을 페이스북으로 업로드했습니다. 그녀가 각 앨범이 같은 양의 사진을 가지도록 9개의 다른 앨범으로 사진을 정렬 한 경우 각 앨범에는 몇 장의 사진이 있습니까?	X=(31+5)/9
93	주사위로 나올 수 있는 가장 큰 수와 가장 작은 수를 곱하면 나오는 수는?	6 * 1
1272	학생이 9권의 책을 구입합니다. 일부는 각각 6달러이고 나머지는 각각 6.50달러입니다. 9권의 책은 총 56달러였습니다. 6달러 책이 몇 권이나 팔렸습니까?	(6*X)+(6.5*Y)=56, X+Y=9
792	392는 남준, 석진, 호석이에게 나누어 지며 남준이는 석진이의 절반을 받고 석진이는 호석이의 절반을 받습니다. 호석이의 몫은 얼마입니까?	392 / ( 1 / 2 + 1 + 2 ) * 2
4191	달리기 시합에서 민영는 79 등을 했고, 석진는 81 등을 했습니다. 은지는 석진보다 잘했지만 민영보다는 못했습니다. 은지의 등수는 몇 등입니까?	 ( 79 + 81 ) / 2
2281	702 보다 어떤 수만큼 작은 수는 894입니다. 어떤 수보다 18 큰 수는 얼마입니까?	894 - 702 + 18
1225	어떤 수에서 477을 빼더니 3가 되었습니다. 어떤 수에서 910를 빼면 얼마가 되는지 구하시오.	3 + 477 - 910
