id,question,equation,answer,source
3779,"민영 , 은지 , 정국의 수학 점수는 각각 16점, 44점, 67점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 17점입니다. 민영네 학급 인원수가 33명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 33 - 3 ) * 17 + 16 + 44 + 67 ) / 33,19.3,boostaugment
3780,"유정 , 정국 , 은지의 수학 점수는 각각 61점, 31점, 90점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 12점입니다. 은지네 학급 인원수가 42명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 42 - 3 ) * 12 + 61 + 31 + 90 ) / 42,15.48,boostaugment
3781,"남진 , 민영 , 태형의 수학 점수는 각각 2점, 15점, 17점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 83점입니다. 민영네 학급 인원수가 71명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 71 - 3 ) * 83 + 2 + 15 + 17 ) / 71,79.97,boostaugment
3782,"윤기 , 호석 , 지민의 수학 점수는 각각 11점, 93점, 2점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 20점입니다. 지민네 학급 인원수가 8명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 8 - 3 ) * 20 + 11 + 93 + 2 ) / 8,25.75,boostaugment
3783,"지민 , 유나 , 남진의 수학 점수는 각각 96점, 12점, 26점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 94점입니다. 남진네 학급 인원수가 55명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 55 - 3 ) * 94 + 96 + 12 + 26 ) / 55,91.31,boostaugment
3784,"남진 , 석진 , 호석의 수학 점수는 각각 28점, 50점, 29점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 90점입니다. 호석네 학급 인원수가 9명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 9 - 3 ) * 90 + 28 + 50 + 29 ) / 9,71.89,boostaugment
3785,"윤기 , 태형 , 은지의 수학 점수는 각각 100점, 65점, 74점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 6점입니다. 은지네 학급 인원수가 14명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 14 - 3 ) * 6 + 100 + 65 + 74 ) / 14,21.79,boostaugment
3786,"지민 , 유정 , 은지의 수학 점수는 각각 56점, 87점, 76점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 74점입니다. 지민네 학급 인원수가 60명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 60 - 3 ) * 74 + 56 + 87 + 76 ) / 60,73.95,boostaugment
3787,"석진 , 민영 , 지민의 수학 점수는 각각 29점, 70점, 71점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 96점입니다. 석진네 학급 인원수가 70명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 70 - 3 ) * 96 + 29 + 70 + 71 ) / 70,94.31,boostaugment
3788,"민영 , 유정 , 석진의 수학 점수는 각각 97점, 93점, 28점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 66점입니다. 석진네 학급 인원수가 51명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 51 - 3 ) * 66 + 97 + 93 + 28 ) / 51,66.39,boostaugment
3789,"유나 , 태형 , 호석의 수학 점수는 각각 67점, 4점, 13점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 91점입니다. 태형네 학급 인원수가 27명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 27 - 3 ) * 91 + 67 + 4 + 13 ) / 27,84,boostaugment
3790,"유나 , 석진 , 민영의 수학 점수는 각각 5점, 33점, 10점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 57점입니다. 유나네 학급 인원수가 51명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 51 - 3 ) * 57 + 5 + 33 + 10 ) / 51,54.59,boostaugment
3791,"유정 , 지민 , 은지의 수학 점수는 각각 89점, 57점, 16점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 92점입니다. 지민네 학급 인원수가 71명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 71 - 3 ) * 92 + 89 + 57 + 16 ) / 71,90.39,boostaugment
3792,"석진 , 지민 , 정국의 수학 점수는 각각 45점, 70점, 56점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 11점입니다. 석진네 학급 인원수가 79명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 79 - 3 ) * 11 + 45 + 70 + 56 ) / 79,12.75,boostaugment
3793,"석진 , 유정 , 윤기의 수학 점수는 각각 6점, 74점, 34점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 13점입니다. 석진네 학급 인원수가 6명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 6 - 3 ) * 13 + 6 + 74 + 34 ) / 6,25.5,boostaugment
3794,"유정 , 유나 , 남진의 수학 점수는 각각 37점, 54점, 58점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 51점입니다. 유나네 학급 인원수가 12명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 12 - 3 ) * 51 + 37 + 54 + 58 ) / 12,50.67,boostaugment
3795,"유나 , 남진 , 태형의 수학 점수는 각각 83점, 63점, 1점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 82점입니다. 태형네 학급 인원수가 5명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 5 - 3 ) * 82 + 83 + 63 + 1 ) / 5,62.2,boostaugment
3796,"남진 , 윤기 , 지민의 수학 점수는 각각 95점, 11점, 71점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 26점입니다. 지민네 학급 인원수가 60명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 60 - 3 ) * 26 + 95 + 11 + 71 ) / 60,27.65,boostaugment
3797,"남진 , 유정 , 태형의 수학 점수는 각각 7점, 10점, 15점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 72점입니다. 태형네 학급 인원수가 48명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 48 - 3 ) * 72 + 7 + 10 + 15 ) / 48,68.17,boostaugment
3798,"남진 , 유정 , 윤기의 수학 점수는 각각 31점, 4점, 29점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 86점입니다. 유정네 학급 인원수가 15명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 15 - 3 ) * 86 + 31 + 4 + 29 ) / 15,73.07,boostaugment
3799,"정국 , 남진 , 유나의 수학 점수는 각각 43점, 69점, 83점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 74점입니다. 유나네 학급 인원수가 57명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 57 - 3 ) * 74 + 43 + 69 + 83 ) / 57,73.53,boostaugment
3800,"유정 , 정국 , 석진의 수학 점수는 각각 8점, 83점, 11점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 38점입니다. 유정네 학급 인원수가 47명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 47 - 3 ) * 38 + 8 + 83 + 11 ) / 47,37.74,boostaugment
3801,"정국 , 석진 , 민영의 수학 점수는 각각 55점, 66점, 35점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 27점입니다. 석진네 학급 인원수가 33명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 33 - 3 ) * 27 + 55 + 66 + 35 ) / 33,29.27,boostaugment
3802,"정국 , 남진 , 은지의 수학 점수는 각각 12점, 36점, 35점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 21점입니다. 남진네 학급 인원수가 72명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 72 - 3 ) * 21 + 12 + 36 + 35 ) / 72,21.28,boostaugment
3803,"정국 , 태형 , 호석의 수학 점수는 각각 45점, 52점, 4점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 91점입니다. 호석네 학급 인원수가 46명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 46 - 3 ) * 91 + 45 + 52 + 4 ) / 46,87.26,boostaugment
3804,"민영 , 유나 , 정국의 수학 점수는 각각 35점, 27점, 84점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 11점입니다. 정국네 학급 인원수가 17명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 17 - 3 ) * 11 + 35 + 27 + 84 ) / 17,17.65,boostaugment
3805,"석진 , 호석 , 윤기의 수학 점수는 각각 24점, 92점, 30점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 85점입니다. 윤기네 학급 인원수가 12명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 12 - 3 ) * 85 + 24 + 92 + 30 ) / 12,75.92,boostaugment
3806,"석진 , 민영 , 남진의 수학 점수는 각각 49점, 18점, 12점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 27점입니다. 석진네 학급 인원수가 51명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 51 - 3 ) * 27 + 49 + 18 + 12 ) / 51,26.96,boostaugment
3807,"태형 , 정국 , 유나의 수학 점수는 각각 97점, 4점, 98점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 72점입니다. 정국네 학급 인원수가 11명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 11 - 3 ) * 72 + 97 + 4 + 98 ) / 11,70.45,boostaugment
3808,"호석 , 석진 , 민영의 수학 점수는 각각 82점, 71점, 60점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 16점입니다. 석진네 학급 인원수가 58명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 58 - 3 ) * 16 + 82 + 71 + 60 ) / 58,18.84,boostaugment
3809,"정국 , 남진 , 은지의 수학 점수는 각각 14점, 37점, 45점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 95점입니다. 정국네 학급 인원수가 63명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 63 - 3 ) * 95 + 14 + 37 + 45 ) / 63,92,boostaugment
3810,"유나 , 민영 , 정국의 수학 점수는 각각 13점, 63점, 39점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 80점입니다. 민영네 학급 인원수가 52명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 52 - 3 ) * 80 + 13 + 63 + 39 ) / 52,77.6,boostaugment
3811,"민영 , 남진 , 지민의 수학 점수는 각각 76점, 20점, 31점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 55점입니다. 남진네 학급 인원수가 93명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 93 - 3 ) * 55 + 76 + 20 + 31 ) / 93,54.59,boostaugment
3812,"민영 , 남진 , 유정의 수학 점수는 각각 11점, 100점, 84점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 50점입니다. 민영네 학급 인원수가 23명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 23 - 3 ) * 50 + 11 + 100 + 84 ) / 23,51.96,boostaugment
3813,"태형 , 지민 , 남진의 수학 점수는 각각 72점, 27점, 67점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 13점입니다. 지민네 학급 인원수가 99명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 99 - 3 ) * 13 + 72 + 27 + 67 ) / 99,14.28,boostaugment
3814,"태형 , 윤기 , 정국의 수학 점수는 각각 14점, 19점, 65점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 54점입니다. 태형네 학급 인원수가 90명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 90 - 3 ) * 54 + 14 + 19 + 65 ) / 90,53.29,boostaugment
3815,"민영 , 석진 , 남진의 수학 점수는 각각 88점, 53점, 17점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 81점입니다. 남진네 학급 인원수가 78명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 78 - 3 ) * 81 + 88 + 53 + 17 ) / 78,79.91,boostaugment
3816,"남진 , 지민 , 윤기의 수학 점수는 각각 62점, 24점, 79점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 2점입니다. 남진네 학급 인원수가 92명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 92 - 3 ) * 2 + 62 + 24 + 79 ) / 92,3.73,boostaugment
3817,"유정 , 민영 , 정국의 수학 점수는 각각 56점, 91점, 86점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 29점입니다. 민영네 학급 인원수가 54명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 54 - 3 ) * 29 + 56 + 91 + 86 ) / 54,31.7,boostaugment
3818,"정국 , 지민 , 민영의 수학 점수는 각각 13점, 3점, 25점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 10점입니다. 정국네 학급 인원수가 8명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 8 - 3 ) * 10 + 13 + 3 + 25 ) / 8,11.38,boostaugment
3819,"남진 , 지민 , 유정의 수학 점수는 각각 48점, 23점, 59점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 2점입니다. 남진네 학급 인원수가 67명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 67 - 3 ) * 2 + 48 + 23 + 59 ) / 67,3.85,boostaugment
3820,"지민 , 태형 , 민영의 수학 점수는 각각 10점, 28점, 19점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 14점입니다. 민영네 학급 인원수가 21명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 21 - 3 ) * 14 + 10 + 28 + 19 ) / 21,14.71,boostaugment
3821,"민영 , 석진 , 남진의 수학 점수는 각각 22점, 6점, 77점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 78점입니다. 남진네 학급 인원수가 80명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 80 - 3 ) * 78 + 22 + 6 + 77 ) / 80,76.39,boostaugment
3822,"유정 , 호석 , 윤기의 수학 점수는 각각 23점, 23점, 56점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 42점입니다. 윤기네 학급 인원수가 89명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 89 - 3 ) * 42 + 23 + 23 + 56 ) / 89,41.73,boostaugment
3823,"정국 , 민영 , 유정의 수학 점수는 각각 53점, 6점, 23점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 76점입니다. 유정네 학급 인원수가 7명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 7 - 3 ) * 76 + 53 + 6 + 23 ) / 7,55.14,boostaugment
3824,"유나 , 정국 , 민영의 수학 점수는 각각 90점, 92점, 42점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 31점입니다. 정국네 학급 인원수가 55명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 55 - 3 ) * 31 + 90 + 92 + 42 ) / 55,33.38,boostaugment
3825,"은지 , 지민 , 석진의 수학 점수는 각각 23점, 59점, 22점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 40점입니다. 은지네 학급 인원수가 14명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 14 - 3 ) * 40 + 23 + 59 + 22 ) / 14,38.86,boostaugment
3826,"유나 , 태형 , 지민의 수학 점수는 각각 62점, 37점, 64점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 29점입니다. 태형네 학급 인원수가 6명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 6 - 3 ) * 29 + 62 + 37 + 64 ) / 6,41.67,boostaugment
3827,"유정 , 석진 , 태형의 수학 점수는 각각 73점, 38점, 59점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 86점입니다. 태형네 학급 인원수가 62명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 62 - 3 ) * 86 + 73 + 38 + 59 ) / 62,84.58,boostaugment
3828,"정국 , 민영 , 은지의 수학 점수는 각각 100점, 86점, 83점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 3점입니다. 민영네 학급 인원수가 34명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 34 - 3 ) * 3 + 100 + 86 + 83 ) / 34,10.65,boostaugment
3829,"민영 , 유나 , 석진의 수학 점수는 각각 76점, 20점, 92점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 17점입니다. 민영네 학급 인원수가 24명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 24 - 3 ) * 17 + 76 + 20 + 92 ) / 24,22.71,boostaugment
3830,"유정 , 은지 , 남진의 수학 점수는 각각 44점, 6점, 25점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 92점입니다. 유정네 학급 인원수가 80명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 80 - 3 ) * 92 + 44 + 6 + 25 ) / 80,89.49,boostaugment
3831,"남진 , 지민 , 정국의 수학 점수는 각각 70점, 97점, 60점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 67점입니다. 남진네 학급 인원수가 46명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 46 - 3 ) * 67 + 70 + 97 + 60 ) / 46,67.57,boostaugment
3832,"은지 , 남진 , 정국의 수학 점수는 각각 6점, 40점, 2점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 46점입니다. 은지네 학급 인원수가 58명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 58 - 3 ) * 46 + 6 + 40 + 2 ) / 58,44.45,boostaugment
3833,"민영 , 정국 , 유나의 수학 점수는 각각 13점, 59점, 39점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 96점입니다. 민영네 학급 인원수가 57명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 57 - 3 ) * 96 + 13 + 59 + 39 ) / 57,92.89,boostaugment
3834,"윤기 , 민영 , 지민의 수학 점수는 각각 35점, 95점, 61점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 23점입니다. 윤기네 학급 인원수가 42명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 42 - 3 ) * 23 + 35 + 95 + 61 ) / 42,25.9,boostaugment
3835,"유정 , 지민 , 윤기의 수학 점수는 각각 67점, 69점, 24점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 28점입니다. 유정네 학급 인원수가 36명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 36 - 3 ) * 28 + 67 + 69 + 24 ) / 36,30.11,boostaugment
3836,"은지 , 유나 , 지민의 수학 점수는 각각 95점, 92점, 97점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 93점입니다. 은지네 학급 인원수가 56명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 56 - 3 ) * 93 + 95 + 92 + 97 ) / 56,93.09,boostaugment
3837,"석진 , 은지 , 남진의 수학 점수는 각각 68점, 69점, 81점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 21점입니다. 남진네 학급 인원수가 88명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 88 - 3 ) * 21 + 68 + 69 + 81 ) / 88,22.76,boostaugment
3838,"정국 , 유정 , 태형의 수학 점수는 각각 41점, 6점, 97점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 4점입니다. 유정네 학급 인원수가 31명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 31 - 3 ) * 4 + 41 + 6 + 97 ) / 31,8.26,boostaugment
3839,"정국 , 지민 , 민영의 수학 점수는 각각 57점, 8점, 83점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 63점입니다. 정국네 학급 인원수가 60명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 60 - 3 ) * 63 + 57 + 8 + 83 ) / 60,62.32,boostaugment
3840,"호석 , 지민 , 태형의 수학 점수는 각각 77점, 51점, 23점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 12점입니다. 태형네 학급 인원수가 55명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 55 - 3 ) * 12 + 77 + 51 + 23 ) / 55,14.09,boostaugment
3841,"호석 , 윤기 , 지민의 수학 점수는 각각 23점, 52점, 74점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 22점입니다. 지민네 학급 인원수가 72명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 72 - 3 ) * 22 + 23 + 52 + 74 ) / 72,23.15,boostaugment
3842,"호석 , 남진 , 태형의 수학 점수는 각각 82점, 100점, 95점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 57점입니다. 남진네 학급 인원수가 99명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 99 - 3 ) * 57 + 82 + 100 + 95 ) / 99,58.07,boostaugment
3843,"남진 , 윤기 , 태형의 수학 점수는 각각 36점, 33점, 93점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 50점입니다. 태형네 학급 인원수가 15명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 15 - 3 ) * 50 + 36 + 33 + 93 ) / 15,50.8,boostaugment
3844,"태형 , 지민 , 은지의 수학 점수는 각각 32점, 96점, 92점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 33점입니다. 태형네 학급 인원수가 2명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 2 - 3 ) * 33 + 32 + 96 + 92 ) / 2,93.5,boostaugment
3845,"윤기 , 남진 , 은지의 수학 점수는 각각 37점, 73점, 35점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 41점입니다. 남진네 학급 인원수가 10명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 10 - 3 ) * 41 + 37 + 73 + 35 ) / 10,43.2,boostaugment
3846,"태형 , 정국 , 은지의 수학 점수는 각각 23점, 70점, 39점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 49점입니다. 태형네 학급 인원수가 71명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 71 - 3 ) * 49 + 23 + 70 + 39 ) / 71,48.79,boostaugment
3847,"남진 , 윤기 , 유나의 수학 점수는 각각 4점, 91점, 83점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 1점입니다. 윤기네 학급 인원수가 53명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 53 - 3 ) * 1 + 4 + 91 + 83 ) / 53,4.3,boostaugment
3848,"호석 , 남진 , 석진의 수학 점수는 각각 11점, 3점, 9점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 72점입니다. 호석네 학급 인원수가 12명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 12 - 3 ) * 72 + 11 + 3 + 9 ) / 12,55.92,boostaugment
3849,"태형 , 은지 , 유나의 수학 점수는 각각 52점, 85점, 6점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 37점입니다. 태형네 학급 인원수가 57명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 57 - 3 ) * 37 + 52 + 85 + 6 ) / 57,37.56,boostaugment
3850,"은지 , 유정 , 석진의 수학 점수는 각각 69점, 13점, 36점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 38점입니다. 유정네 학급 인원수가 41명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 41 - 3 ) * 38 + 69 + 13 + 36 ) / 41,38.1,boostaugment
3851,"석진 , 민영 , 유정의 수학 점수는 각각 57점, 9점, 24점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 84점입니다. 석진네 학급 인원수가 36명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 36 - 3 ) * 84 + 57 + 9 + 24 ) / 36,79.5,boostaugment
3852,"태형 , 석진 , 민영의 수학 점수는 각각 91점, 73점, 1점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 91점입니다. 민영네 학급 인원수가 64명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 64 - 3 ) * 91 + 91 + 73 + 1 ) / 64,89.31,boostaugment
3853,"석진 , 태형 , 지민의 수학 점수는 각각 21점, 36점, 67점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 58점입니다. 태형네 학급 인원수가 97명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 97 - 3 ) * 58 + 21 + 36 + 67 ) / 97,57.48,boostaugment
3854,"태형 , 정국 , 은지의 수학 점수는 각각 23점, 31점, 63점입니다. 이 셋을 제외한 학급의 수학 점수 평균은 53점입니다. 태형네 학급 인원수가 50명일 때, 학급 수학 평균 점수는 몇 점입니까",( ( 50 - 3 ) * 53 + 23 + 31 + 63 ) / 50,52.16,boostaugment
3855,45명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 25명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,45 - ( 25 + 1 ),19,boostaugment
3856,25명의 학생들이 한 줄로 줄을 섰습니다. 은지의 앞에 6명의 학생들이 서 있습니다. 은지의 뒤에 서 있는 학생은 몇 명입니까?,25 - ( 6 + 1 ),18,boostaugment
3857,30명의 학생들이 한 줄로 줄을 섰습니다. 유정의 앞에 17명의 학생들이 서 있습니다. 유정의 뒤에 서 있는 학생은 몇 명입니까?,30 - ( 17 + 1 ),12,boostaugment
3858,83명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 78명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,83 - ( 78 + 1 ),4,boostaugment
3859,36명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 26명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?,36 - ( 26 + 1 ),9,boostaugment
3860,57명의 학생들이 한 줄로 줄을 섰습니다. 석진의 앞에 16명의 학생들이 서 있습니다. 석진의 뒤에 서 있는 학생은 몇 명입니까?,57 - ( 16 + 1 ),40,boostaugment
3861,71명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 62명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,71 - ( 62 + 1 ),8,boostaugment
3862,79명의 학생들이 한 줄로 줄을 섰습니다. 유정의 앞에 78명의 학생들이 서 있습니다. 유정의 뒤에 서 있는 학생은 몇 명입니까?,79 - ( 78 + 1 ),0,boostaugment
3863,59명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 59명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,59 - ( 59 + 1 ),-1,boostaugment
3864,39명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 17명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?,39 - ( 17 + 1 ),21,boostaugment
3865,55명의 학생들이 한 줄로 줄을 섰습니다. 남진의 앞에 14명의 학생들이 서 있습니다. 남진의 뒤에 서 있는 학생은 몇 명입니까?,55 - ( 14 + 1 ),40,boostaugment
3866,22명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 14명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,22 - ( 14 + 1 ),7,boostaugment
3867,76명의 학생들이 한 줄로 줄을 섰습니다. 지민의 앞에 45명의 학생들이 서 있습니다. 지민의 뒤에 서 있는 학생은 몇 명입니까?,76 - ( 45 + 1 ),30,boostaugment
3868,75명의 학생들이 한 줄로 줄을 섰습니다. 민영의 앞에 39명의 학생들이 서 있습니다. 민영의 뒤에 서 있는 학생은 몇 명입니까?,75 - ( 39 + 1 ),35,boostaugment
3869,56명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 50명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,56 - ( 50 + 1 ),5,boostaugment
3870,71명의 학생들이 한 줄로 줄을 섰습니다. 정국의 앞에 40명의 학생들이 서 있습니다. 정국의 뒤에 서 있는 학생은 몇 명입니까?,71 - ( 40 + 1 ),30,boostaugment
3871,16명의 학생들이 한 줄로 줄을 섰습니다. 은지의 앞에 2명의 학생들이 서 있습니다. 은지의 뒤에 서 있는 학생은 몇 명입니까?,16 - ( 2 + 1 ),13,boostaugment
3872,46명의 학생들이 한 줄로 줄을 섰습니다. 지민의 앞에 41명의 학생들이 서 있습니다. 지민의 뒤에 서 있는 학생은 몇 명입니까?,46 - ( 41 + 1 ),4,boostaugment
3873,27명의 학생들이 한 줄로 줄을 섰습니다. 태형의 앞에 12명의 학생들이 서 있습니다. 태형의 뒤에 서 있는 학생은 몇 명입니까?,27 - ( 12 + 1 ),14,boostaugment
